ip;city;region;country;loc;org;timezone;hostname;postal;error
47.22.7.194;Lakewood;New Jersey;US;40.0979,-74.2176;AS6128 Cablevision Systems Corp.;America/New_York;ool-2f1607c2.static.optonline.net;08701;
143.255.249.223;Quito;Pichincha;EC;-0.2227,-78.5129;AS61468 CEDIA;America/Guayaquil;;170401;
124.148.246.218;Perth;Western Australia;AU;-31.9522,115.8614;AS7545 TPG Telecom Limited;Australia/Perth;124-148-246-218.tpgi.com.au;6000;
103.100.121.80;Sydney;New South Wales;AU;-33.7743,151.1749;;Australia/Sydney;;2070;
212.108.152.190;Mersin;Mersin;TR;36.8120,34.6389;AS202254 LIFECELL DIGITAL LTD;Europe/Istanbul;;33115;
45.230.240.58;Santo Domingo de los Colorados;Santo Domingo de los Tsáchilas;EC;-0.2530,-79.1754;AS264825 TELEALFACOM S.A.S.;America/Guayaquil;ip-45-230-240-58.alfanet.net.ec;230101;
121.200.24.224;Melbourne;Victoria;AU;-37.8140,144.9633;AS4764 Aussie Broadband;Australia/Melbourne;121-200-24-224.79c818.mel.static.aussiebb.net;3000;
186.70.111.186;Machala;El Oro;EC;-3.2586,-79.9605;AS14522 SERVICIOS DE TELECOMUNICACIONES SETEL S.A. (XTRIM EC);America/Guayaquil;186.cpe-186-70-111.gye.satnet.net;070201;
108.58.19.51;Hauppauge;New York;US;40.8257,-73.2026;AS6128 Cablevision Systems Corp.;America/New_York;ool-6c3a1333.static.optonline.net;11788;
199.180.148.250;Toms River;New Jersey;US;39.9537,-74.1979;AS22324 XTEL Communications;America/New_York;brigantineschools.org;08753;
14.203.154.86;Warnervale;New South Wales;AU;-33.2466,151.4517;AS7545 TPG Telecom Limited;Australia/Sydney;14-203-154-86.tpgi.com.au;2259;
45.224.153.130;Esmeraldas;Esmeraldas;EC;0.9592,-79.6540;AS52468 UFINET PANAMA S.A.;America/Guayaquil;130-153-224-45.ufinetlatam.net.ec;080101;
119.18.44.51;Melbourne;Victoria;AU;-37.8140,144.9633;AS9268 Over The Wire Pty Ltd;Australia/Melbourne;;3000;
8.30.193.166;New York City;New York;US;40.7143,-74.0060;AS12025 Iron Mountain Data Center;America/New_York;;10001;
181.113.69.24;Quito;Pichincha;EC;-0.2298,-78.5250;AS28006 CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP;America/Guayaquil;24.69.113.181.static.anycast.cnt-grms.ec;170406;
50.213.95.145;Cherry Hill;New Jersey;US;39.9348,-75.0307;AS7922 Comcast Cable Communications, LLC;America/New_York;50-213-95-145-static.hfc.comcastbusiness.net;08002;
144.139.162.176;Sydney;New South Wales;AU;-33.8678,151.2073;AS1221 Telstra Limited;Australia/Sydney;;1001;
120.157.40.76;Melbourne;Victoria;AU;-37.8140,144.9633;AS1221 Telstra Limited;Australia/Melbourne;;3000;
98.101.156.206;Apex;North Carolina;US;35.7326,-78.8503;AS11426 Charter Communications Inc;America/New_York;syn-098-101-156-206.biz.spectrum.com;27502;
24.73.154.147;Sanford;Florida;US;28.8006,-81.2731;AS33363 Charter Communications, Inc;America/New_York;syn-024-073-154-147.biz.spectrum.com;32771;
192.188.196.71;Guayaquil;Guayas;EC;-2.1962,-79.8862;AS61468 CEDIA;America/Guayaquil;;090307;
50.77.94.213;Philadelphia;Pennsylvania;US;39.9524,-75.1636;AS7922 Comcast Cable Communications, LLC;America/New_York;;19099;
110.145.213.74;Sydney;New South Wales;AU;-33.8678,151.2073;AS1221 Telstra Limited;Australia/Sydney;nex3957168.lnk.telstra.net;1001;
71.11.4.50;Wilbraham;Massachusetts;US;42.1237,-72.4315;AS20115 Charter Communications;America/New_York;syn-071-011-004-050.biz.spectrum.com;01095;
150.101.19.227;Adelaide;South Australia;AU;-34.9287,138.5986;AS4739 Internode Pty Ltd;Australia/Adelaide;ppp19-227.static.internode.on.net;5000;
38.104.33.138;Centennial;Colorado;US;39.5792,-104.8769;AS174 Cogent Communications;America/Denver;;80112;
181.188.192.194;Quito;Pichincha;EC;-0.2298,-78.5250;AS19114 Otecel S.A.;America/Guayaquil;mail.botris.com.ec;170406;
124.19.24.98;Perth;Western Australia;AU;-31.9522,115.8614;AS7474 SingTel Optus Pty Ltd;Australia/Perth;;6000;
192.188.196.88;Guayaquil;Guayas;EC;-2.1962,-79.8862;AS61468 CEDIA;America/Guayaquil;;090307;
190.103.98.22;Bogotá;Bogota D.C.;CO;4.6097,-74.0817;AS27855 AXESAT S.A;America/Bogota;;111411;
68.169.138.100;Chattanooga;Tennessee;US;35.0456,-85.3097;AS26827 EPB Fiber Optics;America/New_York;host-68-169-138-100.vabolt1.epbfi.com;37401;
96.56.55.202;New York City;New York;US;40.7143,-74.0060;AS6128 Cablevision Systems Corp.;America/New_York;ool-603837ca.static.optonline.net;10001;
165.228.215.226;Melbourne;Victoria;AU;-37.8140,144.9633;AS1221 Telstra Limited;Australia/Melbourne;;3000;
110.173.228.140;Perth;Western Australia;AU;-31.9522,115.8614;AS56035 RESEAU;Australia/Perth;;6000;
201.219.8.194;Quito;Pichincha;EC;-0.2298,-78.5250;AS28006 CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP;America/Guayaquil;;170406;
58.171.35.195;Perth;Western Australia;AU;-31.9522,115.8614;AS1221 Telstra Limited;Australia/Perth;;6000;
64.158.96.146;Lorain;Ohio;US;41.4528,-82.1824;AS3356 Level 3 Parent, LLC;America/New_York;city-of-war.bar1.cleveland1.level3.net;44052;
203.149.70.61;Brisbane;Queensland;AU;-27.4679,153.0281;AS17766 Nexon Asia Pacific Pty Ltd;Australia/Brisbane;mail.dark-matter.com;4000;
45.230.240.38;Santo Domingo de los Colorados;Santo Domingo de los Tsáchilas;EC;-0.2530,-79.1754;AS264825 TELEALFACOM S.A.S.;America/Guayaquil;ip-45-230-240-38.alfanet.net.ec;230101;
181.39.76.82;Santo Domingo de los Colorados;Santo Domingo de los Tsáchilas;EC;-0.2530,-79.1754;AS27947 Telconet S.A;America/Guayaquil;;230101;
96.75.59.217;Southfield;Michigan;US;42.4734,-83.2219;AS7922 Comcast Cable Communications, LLC;America/Detroit;;48086;
190.63.54.129;Ambato;Tungurahua Province;EC;-1.2491,-78.6167;AS23487 CONECEL;America/Guayaquil;customer-190-63-54-129.claro.com.ec;180101;
204.148.253.234;Trenton;New Jersey;US;40.2171,-74.7429;AS701 Verizon Business;America/New_York;stratusunlimitedllc.customer.alter.net;08609;
68.191.255.198;Grafton;Massachusetts;US;42.2070,-71.6856;AS20115 Charter Communications;America/New_York;syn-068-191-255-198.biz.spectrum.com;01519;
50.218.10.250;Allentown;Pennsylvania;US;40.6084,-75.4902;AS7922 Comcast Cable Communications, LLC;America/New_York;;18105;
203.51.34.177;Sydney;New South Wales;AU;-33.8678,151.2073;AS1221 Telstra Limited;Australia/Sydney;cpe-203-51-34-177.static.nsw.asp.telstra.net;1001;
190.12.151.181;Santo Domingo de los Colorados;Santo Domingo de los Tsáchilas;EC;-0.2530,-79.1754;AS271795 SERVITELCONET CIA. LTDA.;America/Guayaquil;host-190-12-151-181.one.net.ec;230101;
144.139.81.50;Melbourne;Victoria;AU;-37.8140,144.9633;AS1221 Telstra Limited;Australia/Melbourne;;3000;
59.100.253.110;Melbourne;Victoria;AU;-37.8140,144.9633;AS2764 AAPT Limited;Australia/Melbourne;59-100-253-110.mel.static-ipl.aapt.com.au;3000;
190.95.163.164;Machala;El Oro;EC;-3.2586,-79.9605;AS27947 Telconet S.A;America/Guayaquil;;070201;
104.209.149.150;Boydton;Virginia;US;36.6676,-78.3875;AS8075 Microsoft Corporation;America/New_York;;23917;
190.63.188.209;Ambato;Tungurahua Province;EC;-1.2491,-78.6167;AS23487 CONECEL;America/Guayaquil;customer-190-63-188-209.claro.com.ec;180101;
115.70.192.221;Perth;Western Australia;AU;-31.9522,115.8614;AS10143 Exetel Pty Ltd;Australia/Perth;221.192.70.115.static.exetel.com.au;6000;
174.86.219.6;Belleville;Illinois;US;38.5352,-90.0006;AS20115 Charter Communications;America/Chicago;syn-174-086-219-006.res.spectrum.com;62226;
190.63.3.1;Ambato;Tungurahua Province;EC;-1.2491,-78.6167;AS23487 CONECEL;America/Guayaquil;customer-190-63-3-1.claro.com.ec;180101;
99.164.140.1;Houston;Texas;US;29.7348,-95.5220;AS7018 AT&T Services, Inc.;America/Chicago;mail.waysidetruckparts.com;77063;
190.110.210.78;Samborondón;Guayas;EC;-1.9607,-79.7257;AS22724 PUNTONET S.A.;America/Guayaquil;corp-190-110-210-78.gye.puntonet.ec;092301;
180.94.51.174;Sydney;New South Wales;AU;-33.8678,151.2073;AS25222 Inmarsat Solutions B.V.;Australia/Sydney;;1001;
47.44.146.211;West Branch;Michigan;US;44.2764,-84.2386;AS20115 Charter Communications;America/Detroit;syn-047-044-146-211.biz.spectrum.com;48661;
50.228.54.66;Littlestown;Pennsylvania;US;39.7445,-77.0880;AS7922 Comcast Cable Communications, LLC;America/New_York;;17340;
101.113.223.153;The Rocks;New South Wales;AU;-33.8592,151.2081;AS133612 Vodafone Australia Pty Ltd;Australia/Sydney;;2000;
190.63.202.170;Montecristi;Manabí;EC;-1.0458,-80.6589;AS23487 CONECEL;America/Guayaquil;customer-190-63-202-170.claro.com.ec;130213;
190.63.48.181;Ambato;Tungurahua Province;EC;-1.2491,-78.6167;AS23487 CONECEL;America/Guayaquil;customer-190-63-48-181.claro.com.ec;180101;
190.95.158.133;Manta;Manabí;EC;-0.9494,-80.7314;AS27947 Telconet S.A;America/Guayaquil;;130201;
27.33.72.190;Perth;Western Australia;AU;-31.9522,115.8614;AS7545 TPG Telecom Limited;Australia/Perth;27-33-72-190.static.tpgi.com.au;6000;
173.197.89.38;Honolulu;Hawaii;US;21.3069,-157.8583;AS20001 Charter Communications Inc;Pacific/Honolulu;syn-173-197-089-038.biz.spectrum.com;96802;
202.142.140.55;Melbourne;Victoria;AU;-37.8140,144.9633;AS4764 Aussie Broadband;Australia/Melbourne;202-142-140-55.cust.wide.net.au;3000;
58.96.117.59;Perth;Western Australia;AU;-31.9522,115.8614;AS10143 Exetel Pty Ltd;Australia/Perth;59.117.96.58.static.exetel.com.au;6000;
174.76.137.235;Tulsa;Oklahoma;US;36.1540,-95.9928;AS22773 Cox Communications Inc.;America/Chicago;wsip-174-76-137-235.tu.ok.cox.net;74102;
200.24.212.38;Calderón;Pichincha;EC;-0.1051,-78.4314;AS19114 Otecel S.A.;America/Guayaquil;;170203;
12.1.142.210;Miami;Florida;US;25.7743,-80.1937;AS7018 AT&T Services, Inc.;America/New_York;;33101;
58.107.154.95;Sydney;New South Wales;AU;-33.8678,151.2073;AS4804 Microplex PTY LTD;Australia/Sydney;n58-107-154-95.mas3.nsw.optusnet.com.au;1001;
190.63.199.1;Ambato;Tungurahua Province;EC;-1.2491,-78.6167;AS23487 CONECEL;America/Guayaquil;customer-190-63-199-1.claro.com.ec;180101;
27.32.52.59;Sydney;New South Wales;AU;-33.8678,151.2073;AS7545 TPG Telecom Limited;Australia/Sydney;27-32-52-59.static.tpgi.com.au;1001;
216.116.253.207;Hendersonville;North Carolina;US;35.3187,-82.4609;AS53488 Optimum Online;America/New_York;;28739;
186.4.175.100;Quito;Pichincha;EC;-0.2298,-78.5250;AS27947 Telconet S.A;America/Guayaquil;host-186-4-175-100.netlife.ec;170406;
12.170.143.10;Orange;Texas;US;30.0709,-93.8659;AS7018 AT&T Services, Inc.;America/Chicago;;77630;
184.180.237.100;Tulsa;Oklahoma;US;36.1540,-95.9928;AS22773 Cox Communications Inc.;America/Chicago;wsip-184-180-237-100.tu.ok.cox.net;74102;
186.5.81.116;Cuenca;Azuay;EC;-2.9005,-79.0045;AS27947 Telconet S.A;America/Guayaquil;;010101;
203.54.230.150;Sydney;New South Wales;AU;-33.8678,151.2073;AS1221 Telstra Limited;Australia/Sydney;nex3961030.lnk.telstra.net;1001;
50.218.39.10;Philadelphia;Pennsylvania;US;39.9524,-75.1636;AS7922 Comcast Cable Communications, LLC;America/New_York;;19099;
200.7.219.81;Quito;Pichincha;EC;-0.2298,-78.5250;AS19114 Otecel S.A.;America/Guayaquil;;170406;
49.255.16.2;Perth;Western Australia;AU;-31.9522,115.8614;AS4826 Vocus Connect International Backbone;Australia/Perth;static-2.16.255.49.in-addr.vocus.net.au;6000;
108.6.60.173;Glen Cove;New York;US;40.8623,-73.6337;AS701 Verizon Business;America/New_York;pool-108-6-60-173.nycmny.fios.verizon.net;11542;
181.113.69.139;Quito;Pichincha;EC;-0.2298,-78.5250;AS28006 CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP;America/Guayaquil;139.69.113.181.static.anycast.cnt-grms.ec;170406;
108.176.111.110;Harris Hill;New York;US;42.9648,-78.6775;AS11351 Charter Communications Inc;America/New_York;syn-108-176-111-110.biz.spectrum.com;14026;
190.63.139.50;Eloy Alfaro;Guayas;EC;-2.1692,-79.8399;AS23487 CONECEL;America/Guayaquil;fex.maviju.com;092409;
115.70.225.106;Sydney;New South Wales;AU;-33.8678,151.2073;AS10143 Exetel Pty Ltd;Australia/Sydney;106.225.70.115.static.exetel.com.au;1001;
123.209.91.37;Sydney;New South Wales;AU;-33.8678,151.2073;AS1221 Telstra Limited;Australia/Sydney;;1001;
190.63.191.66;Ambato;Tungurahua Province;EC;-1.2491,-78.6167;AS23487 CONECEL;America/Guayaquil;customer-190-63-191-66.claro.com.ec;180101;
50.204.61.190;Westminster;Colorado;US;39.8366,-105.0372;AS7922 Comcast Cable Communications, LLC;America/Denver;;80030;
12.34.218.66;Boynton Beach;Florida;US;26.5253,-80.0664;AS7018 AT&T Services, Inc.;America/New_York;vpn.palmequity.com;33424;
192.188.196.69;Guayaquil;Guayas;EC;-2.1962,-79.8862;AS61468 CEDIA;America/Guayaquil;;090307;
181.113.69.140;Quito;Pichincha;EC;-0.2298,-78.5250;AS28006 CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP;America/Guayaquil;mail.cce.gob.ec;170406;
60.240.220.90;Parramatta;New South Wales;AU;-33.8178,151.0035;AS7545 TPG Telecom Limited;Australia/Sydney;60-240-220-90.static.tpgi.com.au;2123;
14.200.4.202;Sydney;New South Wales;AU;-33.8678,151.2073;AS7545 TPG Telecom Limited;Australia/Sydney;14-200-4-202.tpgi.com.au;1001;
120.151.3.194;Sydney;New South Wales;AU;-33.8678,151.2073;AS1221 Telstra Limited;Australia/Sydney;;1001;
125.63.175.134;Perth;Western Australia;AU;-31.9522,115.8614;AS7474 SingTel Optus Pty Ltd;Australia/Perth;;6000;
103.53.200.14;Ballina;New South Wales;AU;-28.8641,153.5654;AS9336 Spirit Telecom (Australia) Pty Ltd;Australia/Sydney;103-53-200-14.dyn.wires.net.au;2478;
200.24.221.217;Quito;Pichincha;EC;-0.2298,-78.5250;AS19114 Otecel S.A.;America/Guayaquil;;170406;
65.102.37.82;Vancouver;Washington;US;45.6387,-122.6615;AS209 CenturyLink Communications, LLC;America/Los_Angeles;;98666;
174.78.65.218;Tulsa;Oklahoma;US;36.1540,-95.9928;AS22773 Cox Communications Inc.;America/Chicago;wsip-174-78-65-218.ok.ok.cox.net;74102;
70.90.248.33;Youngstown;Pennsylvania;US;40.2798,-79.3656;AS7922 Comcast Cable Communications, LLC;America/New_York;70-90-248-33-pittsburgh.hfc.comcastbusiness.net;15696;
45.70.237.51;Cuenca;Azuay;EC;-2.9005,-79.0045;AS52468 UFINET PANAMA S.A.;America/Guayaquil;51-237-70-45.ufinetlatam.net.ec;010101;
103.22.187.57;Melbourne;Victoria;AU;-37.8140,144.9633;AS55766 Orro Pty Ltd;Australia/Melbourne;103-22-187-57.ccnw.net.au;3000;
144.130.161.18;Brisbane;Queensland;AU;-27.4679,153.0281;AS1221 Telstra Limited;Australia/Brisbane;mag4362240.lnk.telstra.net;4000;
181.198.14.178;Rosa Zarate;Esmeraldas;EC;0.3278,-79.4741;AS27947 Telconet S.A;America/Guayaquil;;080401;
110.145.213.54;Sydney;New South Wales;AU;-33.8678,151.2073;AS1221 Telstra Limited;Australia/Sydney;nex3957138.lnk.telstra.net;1001;
177.234.247.1;Guayaquil;Guayas;EC;-2.1962,-79.8862;AS52468 UFINET PANAMA S.A.;America/Guayaquil;1-247-234-177.ufinetlatam.net.ec;090307;
136.25.181.202;San Francisco;California;US;37.7749,-122.4194;AS19165 Webpass Inc.;America/Los_Angeles;136-25-181-202.cab.webpass.net;94102;
52.227.158.153;Boydton;Virginia;US;36.6676,-78.3875;AS8075 Microsoft Corporation;America/New_York;;23917;
60.240.11.222;Sydney;New South Wales;AU;-33.8678,151.2073;AS7545 TPG Telecom Limited;Australia/Sydney;60-240-11-222.tpgi.com.au;1001;
203.45.168.187;Brisbane;Queensland;AU;-27.4679,153.0281;AS1221 Telstra Limited;Australia/Brisbane;;4000;
174.29.35.253;Denver;Colorado;US;39.7392,-104.9847;AS209 CenturyLink Communications, LLC;America/Denver;174-29-35-253.hlrn.qwest.net;80203;
159.118.228.122;Prescott;Arizona;US;34.8185,-112.9584;AS11492 CABLE ONE, INC.;America/Phoenix;159-118-228-122.cpe.sparklight.net;86305;
186.5.83.106;Quito;Pichincha;EC;-0.2298,-78.5250;AS27947 Telconet S.A;America/Guayaquil;;170406;
193.114.100.138;Brisbane;Queensland;AU;-27.4679,153.0281;AS7545 TPG Telecom Limited;Australia/Brisbane;193-114-100-138.static.tpgi.com.au;4000;
179.49.60.146;Quito;Pichincha;EC;-0.2298,-78.5250;AS22724 PUNTONET S.A.;America/Guayaquil;corp-179-49-60-146.uio.puntonet.ec;170406;
12.52.234.50;Locust Grove;Georgia;US;33.3460,-84.1091;AS7018 AT&T Services, Inc.;America/New_York;;30248;
45.230.240.54;Santo Domingo de los Colorados;Santo Domingo de los Tsáchilas;EC;-0.2530,-79.1754;AS264825 TELEALFACOM S.A.S.;America/Guayaquil;ip-45-230-240-54.alfanet.net.ec;230101;
24.39.173.98;Buffalo;New York;US;42.8865,-78.8784;AS11351 Charter Communications Inc;America/New_York;syn-024-039-173-098.biz.spectrum.com;14202;
202.80.149.69;Brisbane;Queensland;AU;-27.4679,153.0281;AS38195 Superloop;Australia/Brisbane;202-80-149-69.ip4.superloop.au;4000;
186.101.31.130;Quito;Pichincha;EC;-0.2298,-78.5250;AS27947 Telconet S.A;America/Guayaquil;;170406;
200.7.227.82;Quito;Pichincha;EC;-0.2298,-78.5250;AS19114 Otecel S.A.;America/Guayaquil;;170406;
50.74.212.178;New York City;New York;US;40.7143,-74.0060;AS12271 Charter Communications Inc;America/New_York;syn-050-074-212-178.biz.spectrum.com;10001;
180.150.19.18;Melbourne;Victoria;AU;-37.8140,144.9633;AS4764 Aussie Broadband;Australia/Melbourne;180-150-19-18.static.aussiebb.net;3000;
182.239.246.238;Sydney;New South Wales;AU;-33.8678,151.2073;AS7545 TPG Telecom Limited;Australia/Sydney;182-239-246-238.tpgi.com.au;1001;
152.37.207.114;Longview;Texas;US;32.5007,-94.7405;AS11492 CABLE ONE, INC.;America/Chicago;;75606;
71.42.82.222;Beaumont;Texas;US;30.0688,-94.1039;AS11427 Charter Communications Inc;America/Chicago;syn-071-042-082-222.biz.spectrum.com;77701;
200.24.219.125;Quito;Pichincha;EC;-0.2298,-78.5250;AS19114 Otecel S.A.;America/Guayaquil;;170406;
190.63.173.145;Ambato;Tungurahua Province;EC;-1.2491,-78.6167;AS23487 CONECEL;America/Guayaquil;customer-190-63-173-145.claro.com.ec;180101;
43.247.67.130;Brisbane;Queensland;AU;-27.4679,153.0281;AS9268 Over The Wire Pty Ltd;Australia/Brisbane;;4000;
125.254.94.182;Sydney;New South Wales;AU;-33.8678,151.2073;AS58511 Anycast Global Backbone;Australia/Sydney;125-254-94-182.static.as58511.net;1001;
180.150.99.188;Brisbane;Queensland;AU;-27.4679,153.0281;AS4764 Aussie Broadband;Australia/Brisbane;180-150-99-188.b49663.bne.static.aussiebb.net;4000;
27.33.92.54;Perth;Western Australia;AU;-31.9522,115.8614;AS7545 TPG Telecom Limited;Australia/Perth;27-33-92-54.tpgi.com.au;6000;
203.153.198.220;Melbourne;Victoria;AU;-37.8140,144.9633;AS9336 Spirit Telecom (Australia) Pty Ltd;Australia/Melbourne;;3000;
203.87.126.234;Sydney;New South Wales;AU;-33.8678,151.2073;AS7545 TPG Telecom Limited;Australia/Sydney;203-87-126-234.tpgi.com.au;1001;
181.113.65.230;Quito;Pichincha;EC;-0.2298,-78.5250;AS28006 CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP;America/Guayaquil;230.65.113.181.static.anycast.cnt-grms.ec;170406;
200.24.221.225;Quito;Pichincha;EC;-0.2298,-78.5250;AS19114 Otecel S.A.;America/Guayaquil;;170406;
156.70.186.162;Atlanta;Georgia;US;33.7490,-84.3880;AS16504 Granite Telecommunications LLC;America/New_York;;30302;
8.40.118.11;Phoenix;Arizona;US;33.4484,-112.0740;AS395584 Data Management;America/Phoenix;;85001;
71.41.246.171;Dallas;Texas;US;32.7831,-96.8067;AS11427 Charter Communications Inc;America/Chicago;syn-071-041-246-171.biz.spectrum.com;75201;
190.96.96.202;Loja;Loja;EC;-3.9931,-79.2042;AS262223 NECUSOFT CIA. LTDA. (NETTPLUS);America/Guayaquil;;110101;
124.254.80.122;Sydney;New South Wales;AU;-33.8678,151.2073;AS4826 Vocus Connect International Backbone;Australia/Sydney;ip-122.80.254.124.vocus.net.au;1001;
181.113.69.135;Quito;Pichincha;EC;-0.2298,-78.5250;AS28006 CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP;America/Guayaquil;135.69.113.181.static.anycast.cnt-grms.ec;170406;
200.7.200.145;Guayaquil;Guayas;EC;-2.1962,-79.8862;AS19114 Otecel S.A.;America/Guayaquil;;090307;
198.73.4.52;Birmingham;Alabama;US;33.5207,-86.8025;AS395567 dcBLOX, Inc.;America/Chicago;;35201;
121.200.10.172;Melbourne;Victoria;AU;-37.8140,144.9633;AS4764 Aussie Broadband;Australia/Melbourne;121-200-10-172.79c80a.mel.nbn.aussiebb.net;3000;
38.141.244.70;Denver;Colorado;US;39.7392,-104.9847;AS35986 Vyve Broadband;America/Denver;;80203;
101.116.250.107;The Rocks;New South Wales;AU;-33.8592,151.2081;AS133612 Vodafone Australia Pty Ltd;Australia/Sydney;;2000;
98.174.146.126;Phoenix;Arizona;US;33.4484,-112.0740;AS22773 Cox Communications Inc.;America/Phoenix;wsip-98-174-146-126.ph.ph.cox.net;85001;
186.101.202.125;Portoviejo;Manabí;EC;-1.0546,-80.4544;AS27947 Telconet S.A;America/Guayaquil;host-186-101-202-125.netlife.ec;130101;
98.182.9.118;San Diego;California;US;32.7157,-117.1647;AS22773 Cox Communications Inc.;America/Los_Angeles;wsip-98-182-9-118.sd.sd.cox.net;92101;
45.236.171.157;Guayaquil;Guayas;EC;-2.1962,-79.8862;AS266802 CODGREC S.A.;America/Guayaquil;;090307;
96.75.42.17;Canton;Michigan;US;42.3087,-83.4822;AS7922 Comcast Cable Communications, LLC;America/Detroit;interneta.jsvig.com;48187;
181.188.192.41;Quito;Pichincha;EC;-0.2298,-78.5250;AS19114 Otecel S.A.;America/Guayaquil;;170406;
200.24.218.194;Quito;Pichincha;EC;-0.2298,-78.5250;AS19114 Otecel S.A.;America/Guayaquil;mail.offsetec.com;170406;
59.154.132.114;Bentley;Western Australia;AU;-32.0022,115.9247;AS7474 SingTel Optus Pty Ltd;Australia/Perth;cullencapitalpl.mb3.optus.net.au;6982;
123.243.213.18;Sydney;New South Wales;AU;-33.8678,151.2073;AS7545 TPG Telecom Limited;Australia/Sydney;123-243-213-18.static.tpgi.com.au;1001;
24.143.36.203;Lawrence;Kansas;US;38.9717,-95.2352;AS11232 Midcontinent Communications;America/Chicago;24-143-36-203-dynamic.midco.net;66045;
186.101.220.223;Eloy Alfaro;Guayas;EC;-2.1692,-79.8399;AS27947 Telconet S.A;America/Guayaquil;host-186-101-220-223.netlife.ec;092409;
80.249.7.240;Perth;Western Australia;AU;-31.9522,115.8614;AS137549 Anycast Holdings Pty Ltd;Australia/Perth;80-249-7-240.customer.node1.com.au;6000;
110.174.60.18;Sydney;New South Wales;AU;-33.8678,151.2073;AS7545 TPG Telecom Limited;Australia/Sydney;110-174-60-18.static.tpgi.com.au;1001;
110.174.208.70;Brisbane;Queensland;AU;-27.4679,153.0281;AS7545 TPG Telecom Limited;Australia/Brisbane;110-174-208-70.static.tpgi.com.au;4000;
50.197.58.9;Pittsburgh;Pennsylvania;US;40.4406,-79.9959;AS7922 Comcast Cable Communications, LLC;America/New_York;50-197-58-9-static.hfc.comcastbusiness.net;15212;
181.113.69.136;Quito;Pichincha;EC;-0.2298,-78.5250;AS28006 CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP;America/Guayaquil;136.69.113.181.static.anycast.cnt-grms.ec;170406;
50.218.11.74;New York City;New York;US;40.7143,-74.0060;AS7922 Comcast Cable Communications, LLC;America/New_York;;10001;
76.174.138.151;Los Angeles;California;US;34.0522,-118.2437;AS20001 Charter Communications Inc;America/Los_Angeles;syn-076-174-138-151.res.spectrum.com;90009;
181.196.243.123;Quito;Pichincha;EC;-0.2298,-78.5250;AS28006 CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP;America/Guayaquil;123.243.196.181.static.anycast.cnt-grms.ec;170406;
8.38.119.199;Miami;Florida;US;25.7743,-80.1937;AS3356 Level 3 Parent, LLC;America/New_York;;33101;
75.150.175.42;Philadelphia;Pennsylvania;US;39.9524,-75.1636;AS7922 Comcast Cable Communications, LLC;America/New_York;75-150-175-42-philadelphia.hfc.comcastbusiness.net;19099;
107.141.10.217;Corpus Christi;Texas;US;27.8006,-97.3964;AS7018 AT&T Services, Inc.;America/Chicago;107-141-10-217.lightspeed.crchtx.sbcglobal.net;78401;
210.10.221.118;Melbourne;Victoria;AU;-37.8140,144.9633;AS2764 AAPT Limited;Australia/Melbourne;210-10-221-118.mel.static-ipl.aapt.com.au;3000;
181.113.69.141;Quito;Pichincha;EC;-0.2298,-78.5250;AS28006 CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP;America/Guayaquil;141.69.113.181.static.anycast.cnt-grms.ec;170406;
190.152.214.163;Quito;Pichincha;EC;-0.2298,-78.5250;AS28006 CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP;America/Guayaquil;;170406;
186.4.159.68;Santo Domingo de los Colorados;Santo Domingo de los Tsáchilas;EC;-0.2530,-79.1754;AS27947 Telconet S.A;America/Guayaquil;host-186-4-159-68.netlife.ec;230101;
167.179.135.105;Melbourne;Victoria;AU;-37.8140,144.9633;AS4764 Aussie Broadband;Australia/Melbourne;167-179-135-105.a7b387.mel.nbn.aussiebb.net;3000;
200.113.206.242;Port-au-Prince;Ouest;HT;18.5435,-72.3388;AS27653 Alpha Communications Network;America/Port-au-Prince;;HT6110;
27.32.52.25;Sydney;New South Wales;AU;-33.8678,151.2073;AS7545 TPG Telecom Limited;Australia/Sydney;27-32-52-25.static.tpgi.com.au;1001;
14.202.37.166;Logan City;Queensland;AU;-27.6392,153.1094;AS7545 TPG Telecom Limited;Australia/Brisbane;14-202-37-166.static.tpgi.com.au;4114;
89.147.120.31;Sydney;New South Wales;AU;-33.8678,151.2073;AS132847 Network Solutions Group Pty Ltd;Australia/Sydney;;1001;
204.11.232.93;Miami;Florida;US;25.7743,-80.1937;AS33724 VOLICO;America/New_York;;33101;
200.4.166.42;Port-au-Prince;Ouest;HT;18.5435,-72.3388;AS27759 ACCESS HAITI S.A.;America/Port-au-Prince;client-166-42.hainet.net;HT6110;
203.87.86.26;Melbourne;Victoria;AU;-37.8140,144.9633;AS7545 TPG Telecom Limited;Australia/Melbourne;203-87-86-26.tpgi.com.au;3000;
